0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
06230200,"Exámenes De Laboratorio Para Particulares: De Sangre, Bacteriológicos, Etc.",109.19,0.29,2.25,3.8,0.0,0.0,0.0,,,,,,,,,,,,
06230300,Servicios Médicos Auxiliares No Hospitalarios,108.36,0.17,5.57,4.8,0.0,0.0,0.0,,,,,,,,,,,,
06310300,"Servicios médicos menores (pequeña cirugía, cirugía ambulatoria, urgencias, etc.)",102.64,0.15,2.61,3.54,0.0,0.0,0.0,,,,,,,,,,,,
07110100,Vehículo Particular Nuevo O Usado,109.71,0.61,1.44,4.73,0.02,0.04,0.13,,,,,,,,,,,,
07120100,Motos Y Bicicletas Con Motor Nuevas O Usadas,119.29,0.74,3.91,10.09,0.0,0.01,0.02,,,,,,,,,,,,
07130100,Compra De Bicicletas Nuevas O Usadas (Excepto Para Niños),117.06,0.94,6.66,11.99,0.0,0.0,0.01,,,,,,,,,,,,
07210100,"Llantas Y Neumáticos, Rines Para Vehículo",116.99,1.32,4.74,7.03,0.0,0.0,0.01,,,,,,,,,,,,
07210300,"Productos Para La Limpieza Y Conservación Del  Vehículo: Pintura, Limpiadores, Selladores, Shampoo, Ceras, Ambientadores, Eliminador De Olores, Pañitos Húmedos Para Vehículos, Etc.",112.15,0.54,2.25,3.04,0.0,0.0,0.0,,,,,,,,,,,,
07210600,"Piezas Para Bicicleta: Llantas, Neumáticos, Rines, Manzanas, Cadenas, Cambios, Piñones, Guallas, Sillines, Candados Y Cable Candado, Luces, Etc.",120.49,1.06,6.66,11.85,0.0,0.0,0.0,,,,,,,,,,,,
07219900,Otras Piezas De Repuesto Para Vehículo,109.13,0.43,2.26,2.72,0.0,0.0,0.0,,,,,,,,,,,,
07220400,"Aditivos, Valvulinas, Líquido Para Frenos, Refrigerantes, Agua Para Batería, Etc.",109.8,0.81,2.29,5.09,0.0,0.0,0.0,,,,,,,,,,,,
07220500,Combustibles para vehículos,95.64,0.02,6.92,6.64,0.0,0.17,0.17,,,,,,,,,,,,
07230100,"Mantenimiento Y Reparaciones Efectuadas En El Taller: Engrase, Sincronización, Revisiones Técnicas, Instalaciones De Partes Y Accesorios, Balanceo De Ruedas, Despinchada, Lavado Y Polichado, Servicios De Grúa, Etc.",105.91,0.14,1.84,2.17,0.0,0.01,0.01,,,,,,,,,,,,
07230200,Compra Y Cambio De Aceite,111.4,0.41,2.46,4.6,0.0,0.0,0.01,,,,,,,,,,,,
07230300,Servicios De Latonería Y Pintura,105.88,0.07,0.44,0.06,0.0,0.0,0.0,,,,,,,,,,,,
07240100,Parqueaderos,106.88,0.05,1.02,1.61,0.0,0.0,0.01,,,,,,,,,,,,
07240200,Peajes,109.13,0.0,1.46,1.46,0.0,0.0,0.0,,,,,,,,,,,,
07240300,"Gastos Reglamentarios Relacionados Con La Propiedad, Manejo Y Alquiler De Vehículos",115.56,0.01,3.59,3.75,0.0,0.0,0.0,,,,,,,,,,,,
07330100,Transporte De Pasajeros Y Equipaje En Avión (Incluye Pagos Por Exceso De Equipaje),90.14,-4.1,-6.55,-0.17,-0.01,-0.01,0.0,,,,,,,,,,,,
07371000,Transporte urbano  (incluye tren y metro),111.0,-0.02,1.99,2.79,0.0,0.09,0.13,,,,,,,,,,,,
07372000,"Transporte intermunicipal, interveredal e interIPC",135.48,-0.41,-2.79,43.07,0.0,-0.01,0.13,,,,,,,,,,,,
07373000,Transporte escolar,113.38,0.0,1.72,1.76,0.0,0.01,0.01,,,,,,,,,,,,
08210200,"Equipos de telefonía móvil, similares y reparación",74.43,-0.04,-8.29,-13.71,0.0,-0.02,-0.04,,,,,,,,,,,,
08310400,Servicios de comunicación fija y móvil y provisión a internet,99.02,-0.28,-5.36,1.25,-0.01,-0.21,0.05,,,,,,,,,,,,
09110100,"Equipo Para La Recepción, Grabación Y Reproducción De Sonido Únicamente",94.27,-0.4,3.08,-2.24,0.0,0.0,0.0,,,,,,,,,,,,
09110200,"Equipo Para La Grabación, Recepción Y Reproducción  De Imagen Y Sonido",97.3,0.14,14.52,6.53,0.0,0.03,0.01,,,,,,,,,,,,
09130100,Aparatos De Procesamiento De Información Y Hardware,90.95,-1.32,-2.14,-3.46,0.0,0.0,0.0,,,,,,,,,,,,
09310200,Juegos Y Juguetes Infantiles,106.74,0.1,4.32,5.6,0.0,0.01,0.01,,,,,,,,,,,,
09310300,"Artículos, Adornos Y Prendas De Vestir Para Fiestas",103.76,0.45,0.89,1.75,0.0,0.0,0.0,,,,,,,,,,,,
09330200,"Plantas Naturales: Ramos De Flores, Matas, Arbustos",111.36,1.04,3.24,5.05,0.0,0.0,0.0,,,,,,,,,,,,
09340200,Alimentos Para Animales Domésticos Y Mascotas,113.58,0.4,0.25,4.92,0.0,0.0,0.01,,,,,,,,,,,,
09340300,"Productos  Para Animales Domésticos Y Mascotas, Productos De Veterinaria, Artículos Para El Cuidado E Higiene (Shampoo, Jabón, Desodorantes) Y Accesorios Para Mascotas (Collares, Perrera, Jaula, Acuarios Y Otros)",106.67,0.37,2.91,3.74,0.0,0.0,0.0,,,,,,,,,,,,
09350100,"Servicios De Veterinaria Y De Otro Tipo Para Animales Domésticos: Cuidado, Salón De Belleza, Alojamiento, Entrenamiento, Paseadores De Perros Y Colegios Para Mascotas Etc.",114.07,0.4,3.47,4.83,0.0,0.0,0.01,,,,,,,,,,,,
09410100,Servicios Recreativos,95.76,0.01,0.56,-7.72,0.0,0.0,-0.02,,,,,,,,,,,,
09410200,Servicios Prestados Por Escenarios Deportivos,102.52,0.13,-0.28,1.29,0.0,0.0,0.0,,,,,,,,,,,,
09420100,Cines Y Teatros,112.62,0.9,0.44,0.69,0.0,0.0,0.0,,,,,,,,,,,,
09420600,Suscripción y servicio de televisión por redes y cable ,107.21,0.0,0.03,-0.05,0.0,0.0,0.0,,,,,,,,,,,,
09510100,Libros Y Lista De Útiles Escolares Completa,103.6,0.01,0.93,2.74,0.0,0.0,0.0,,,,,,,,,,,,
09510200,"Libros de texto: textos guías para clase (incluye libros de literatura, poesía, etc., requeridos en clase)",107.64,0.0,0.54,0.73,0.0,0.0,0.0,,,,,,,,,,,,
09520400,Compra de periódicos,107.2,0.0,2.45,2.96,0.0,0.0,0.0,,,,,,,,,,,,
09530100,Material Impreso Diverso,100.59,0.0,-0.04,-0.07,0.0,0.0,0.0,,,,,,,,,,,,
09540100,"Artículos De Papelería: Cuadernos, Agendas, Papel Suelto Y En Resmas",102.72,0.34,1.07,1.05,0.0,0.0,0.0,,,,,,,,,,,,
09540200,Artículos Para Escribir,108.83,0.35,3.43,5.12,0.0,0.0,0.01,,,,,,,,,,,,
09540300,Artículos Para Pintura Y Dibujo,104.89,0.11,2.42,3.22,0.0,0.0,0.0,,,,,,,,,,,,
09610300,"Paquetes turísticos completos, incluye paquetes de viajes de excursión realizados durante un día (sin pernoctar)",97.09,-0.58,-9.97,-5.44,0.0,-0.06,-0.03,,,,,,,,,,,,
10110400,Educación preescolar y básica primaria,111.67,0.0,5.14,-0.02,0.0,0.08,0.0,,,,,,,,,,,,
10210100,Educación Secundaria,113.69,0.0,3.8,1.83,0.0,0.04,0.02,,,,,,,,,,,,
10410100,"Inscripciones y matrículas en carreras técnicas, tecnológicas y universitarias",85.08,0.0,4.73,-23.38,0.0,0.05,-0.33,,,,,,,,,,,,
10410200,"Inscripciones y matrículas en postgrados (especialización, maestría, doctorado)",107.02,0.0,10.17,-1.84,0.0,0.02,0.0,,,,,,,,,,,,
10419900,Otros gastos en educación superior,104.65,0.0,4.58,-2.95,0.0,0.01,0.0,,,,,,,,,,,,
10510100,Cursos de educación no formal,102.77,0.0,1.69,-4.63,0.0,0.0,-0.01,,,,,,,,,,,,
10510400,"Diplomados, educación continuada, preicfes, preuniversitarios",107.85,0.0,6.89,6.72,0.0,0.0,0.0,,,,,,,,,,,,
10510800,Pagos por asesorías de tareas y clases dictadas por particulares,108.52,0.0,2.0,2.01,0.0,0.0,0.0,,,,,,,,,,,,
11110100,"Comidas en establecimientos de servicio a la mesa y autoservicio,  medios de transporte, máquinas expendedoras, puestos móviles, y lugares de esparcimiento; se incluyen también las  contratadas por encargo, para llevar y por servicio a domicilio",113.5,0.74,4.52,6.98,0.05,0.29,0.44,,,,,,,,,,,,
11110200,"Bebidas calientes : tinto, café con leche, chocolate, té, bebida achocolatada caliente, leche, agua de panela, agua aromática, avena caliente y similares  para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio.",108.96,1.42,3.64,5.36,0.0,0.01,0.01,,,,,,,,,,,,
11110300,"Gaseosa Y Otros Refrescos  En Establecimientos De Servicio A La Mesa Y Autoservicio,  Medios De Transporte, Maquinas Expendedoras, Puestos Moviles, Y Lugares De Esparcimiento; Se Incluyen Tambien Las Adquiriudas Para Llevar Y Servicio A Domicilio",111.33,0.41,2.53,3.93,0.0,0.01,0.01,,,,,,,,,,,,
11110400,"Comidas preparadas fuera del hogar para consumo inmediato, en establecimientos de servicio a la mesa y autoservicio,  puestos móviles, lugares de esparcimiento, para llevar y por servicio a domicilio",110.16,0.61,3.01,4.32,0.01,0.06,0.08,,,,,,,,,,,,
11110700,"Gastos en discotecas, bares, griles, tabernas, fondas y tiendas dentro y  al aire libre (comida, bebidas, cover)",106.77,0.29,-0.32,0.41,0.0,0.0,0.0,,,,,,,,,,,,
11120100,Pago Por Alimentación En Comedores,113.39,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,
11210100,"Servicios de alojamiento en hoteles, pensiones, posadas, hostales y moteles; alojamiento en centros de vacaciones y por motivo de enseñanza: internados",91.29,0.3,-3.58,-11.34,0.0,-0.01,-0.03,,,,,,,,,,,,
12110100,Servicios Prestados En Salones De Peluquería Y Establecimientos De Cuidado Personal,108.27,0.37,2.07,3.67,0.0,0.02,0.03,,,,,,,,,,,,
12120100,Aparatos Eléctricos Para El Cuidado Personal Y Su Reparación,109.07,0.26,8.6,8.51,0.0,0.0,0.0,,,,,,,,,,,,
12130100,Artículos Para El Cuidado Y La Atención Personal,107.28,-0.02,1.99,2.98,0.0,0.0,0.0,,,,,,,,,,,,
12130200,Artículos Para Higiene Corporal,106.22,0.09,1.78,2.48,0.0,0.03,0.04,,,,,,,,,,,,
12130300,Artículos Para La Higiene Oral,107.26,0.27,1.51,3.58,0.0,0.01,0.01,,,,,,,,,,,,
12130400,Productos De Belleza,105.74,0.02,1.22,2.61,0.0,0.0,0.01,,,,,,,,,,,,
12139900,Otros Productos Para El Aseo Personal,105.88,0.67,1.77,2.56,0.01,0.02,0.02,,,,,,,,,,,,
12310100,"Artículos En Oro,  Plata Y Piedras Preciosas Y Su Reparación",153.35,0.61,2.76,20.14,0.0,0.0,0.02,,,,,,,,,,,,
12310200,"Relojes, Cronómetros, Termómetros, Barómetros Y Su Reparación",108.32,0.34,0.56,3.23,0.0,0.0,0.0,,,,,,,,,,,,
12310300,Artículos De Fantasía Y Su Reparación,106.45,0.12,3.41,5.54,0.0,0.0,0.0,,,,,,,,,,,,
12320100,Artículos De Viaje Y Otros Artículos Para El Transporte De Efectos Personales,101.0,0.44,1.7,2.3,0.0,0.0,0.0,,,,,,,,,,,,
12320200,Artículos Para Bebés Y Su Reparación,102.05,-0.47,-0.22,1.17,0.0,0.0,0.0,,,,,,,,,,,,
12320400,"Artículos personales varios como: gafas de sol, lentes de contacto cosméticos, bastones, paraguas y sombrillas, abanicos, llaveros, etc.",101.27,-0.04,2.33,3.22,0.0,0.0,0.0,,,,,,,,,,,,
12410100,Servicios de protección social dentro y fuera del hogar,101.79,-0.66,-0.52,-1.01,0.0,0.0,0.0,,,,,,,,,,,,
12410200,"Guarderías, salacunas, cuidado de niños fuera del hogar y servicios de adopción",112.21,-0.39,1.48,1.04,0.0,0.0,0.0,,,,,,,,,,,,
12410300,Cuotas moderadoras a EPS,116.6,0.0,3.34,3.34,0.0,0.0,0.0,,,,,,,,,,,,
12530100,"Seguros médicos, de accidentes y medicina prepagada",117.44,0.0,4.31,4.32,0.0,0.01,0.01,,,,,,,,,,,,
12540100,Seguros De Vehículos Y Otros Relacionados Con El Transporte,96.5,2.04,6.27,5.02,0.0,0.01,0.01,,,,,,,,,,,,
12620400,Servicios auxiliares y  financieros prestados a cambio de una comisión explicita,110.35,0.0,2.71,2.86,0.0,0.0,0.0,,,,,,,,,,,,
12710500,"Certificados, documentos administrativos y pago de honorarios",107.26,0.0,1.61,1.61,0.0,0.0,0.0,,,,,,,,,,,,
12719900,Otros pagos por servicios,110.61,0.54,2.67,5.7,0.0,0.0,0.0,,,,,,,,,,,,
01110100,Arroz,120.08,-1.28,-2.73,-12.52,-0.01,-0.03,-0.15,,,,,,,,,,,,
01110200,Pastas Alimenticias,112.39,0.36,1.27,7.19,0.0,0.0,0.01,,,,,,,,,,,,
01110300,Avena Y Sus Derivados,106.97,2.37,4.9,11.76,0.0,0.0,0.0,,,,,,,,,,,,
01110500,Trigo Y Sus Derivados,107.35,0.11,0.22,2.07,0.0,0.0,0.0,,,,,,,,,,,,
01110600,Maíz Y Sus Derivados,112.33,-0.18,-0.25,1.21,0.0,0.0,0.0,,,,,,,,,,,,
01110800,Pan,108.19,0.46,1.24,4.35,0.0,0.01,0.03,,,,,,,,,,,,
01119800,"Otras Harinas, Cereales Y Almidones",106.71,-0.63,0.26,3.08,0.0,0.0,0.01,,,,,,,,,,,,
01119900,Otros Productos De Panadería,103.73,0.09,0.56,1.76,0.0,0.0,0.0,,,,,,,,,,,,
01120100,Carne De Res Y Derivados,112.76,1.58,3.5,7.9,0.03,0.07,0.15,,,,,,,,,,,,
01120200,Carne De Cerdo Y Derivados,115.6,0.11,1.81,12.37,0.0,0.01,0.06,,,,,,,,,,,,
01120300,Carne De Aves,113.51,1.84,4.95,8.63,0.02,0.06,0.11,,,,,,,,,,,,
01120500,"Carnes Preparadas, Charcutería Y Otros Productos Conteniendo Carne",111.1,1.18,2.45,6.11,0.0,0.01,0.02,,,,,,,,,,,,
01130300,Productos de rio y mar (incluye pescados y camarones frescos o congelados y pescado enlatado como sardinas y atún),115.78,0.65,1.35,9.33,0.0,0.01,0.06,,,,,,,,,,,,
01140100,Leche,111.75,0.25,0.75,3.03,0.0,0.01,0.03,,,,,,,,,,,,
01140200,Quesos Y Productos Afines,110.14,-0.24,0.64,0.04,0.0,0.0,0.0,,,,,,,,,,,,
01140500,Huevos,109.77,0.73,0.23,4.85,0.01,0.0,0.03,,,,,,,,,,,,
01149900,Otros Derivados De La Leche,111.13,0.52,1.95,5.71,0.0,0.0,0.01,,,,,,,,,,,,
01150100,Aceites Comestibles,124.19,3.53,7.78,14.3,0.02,0.04,0.07,,,,,,,,,,,,
01150200,Mantequilla De Vaca,121.3,0.88,1.35,5.36,0.0,0.0,0.0,,,,,,,,,,,,
01150500,Margarinas y grasas animales y vegetales,109.19,0.42,1.43,4.44,0.0,0.0,0.0,,,,,,,,,,,,
01160200,Frutas Congeladas O En Pulpa,103.5,0.86,1.33,1.9,0.0,0.0,0.0,,,,,,,,,,,,
01160300,"Frutos Secos Y Nueces, Cáscaras De Frutas Y Semillas Comestibles",108.53,-0.13,0.22,4.99,0.0,0.0,0.0,,,,,,,,,,,,
01160500,Naranjas,130.42,-4.67,11.23,-6.88,0.0,0.01,-0.01,,,,,,,,,,,,
01160600,Bananos,126.81,-1.48,-1.09,5.96,0.0,0.0,0.0,,,,,,,,,,,,
01160700,Tomate de árbol,112.3,2.95,7.7,-0.3,0.0,0.01,0.0,,,,,,,,,,,,
01160800,Moras,112.66,5.53,13.17,-5.74,0.0,0.01,0.0,,,,,,,,,,,,
01160900,Frutas frescas,136.81,4.33,8.13,-1.39,0.04,0.07,-0.01,,,,,,,,,,,,
01170200,Legumbres Secas,107.87,-0.37,-2.16,13.34,0.0,-0.01,0.03,,,,,,,,,,,,
01170300,Legumbres Y Hortalizas En Conserva Y Deshidratadas,107.77,0.76,1.86,5.9,0.0,0.0,0.0,,,,,,,,,,,,
01170400,Plátanos,90.46,-5.47,-10.94,-5.7,-0.02,-0.03,-0.02,,,,,,,,,,,,
01170500,Papas,122.41,22.47,55.26,14.17,0.06,0.12,0.04,,,,,,,,,,,,
01170600,Yuca Para Consumo En El Hogar,75.74,-3.81,-3.85,-17.71,0.0,0.0,-0.02,,,,,,,,,,,,
01171100,"Productos Derivados De Los Tubérculos, Raíces Y Plátanos",107.02,0.42,1.03,4.43,0.0,0.0,0.0,,,,,,,,,,,,
01171200,"Arracacha, ñame y otros tubérculos",93.03,-3.71,-11.51,-18.32,0.0,0.0,-0.01,,,,,,,,,,,,
01171300,Tomate,139.79,-0.58,17.93,7.15,0.0,0.04,0.02,,,,,,,,,,,,
01171400,Cebolla,120.92,2.49,19.69,27.84,0.01,0.04,0.05,,,,,,,,,,,,
01171500,Zanahoria,115.32,-4.99,-7.52,-15.33,0.0,0.0,-0.01,,,,,,,,,,,,
01171600,Hortalizas y legumbres frescas ,139.11,2.07,5.33,-4.51,0.01,0.02,-0.02,,,,,,,,,,,,
01180100,Azúcar Y Otros Endulzantes,108.5,-0.57,-1.23,-0.68,0.0,0.0,0.0,,,,,,,,,,,,
01180200,Panela Cruda Para Consumo En El Hogar,125.78,0.53,4.59,29.56,0.0,0.01,0.04,,,,,,,,,,,,
01180300,"Jaleas, Mermeladas, Miel Y Similares",109.74,0.61,0.9,4.2,0.0,0.0,0.0,,,,,,,,,,,,
01180500,"Dulces, Confites, Caramelos, Bombones, Chocolatinas, Chicles, Masmelos, Cocadas Para Consumo En El Hogar",123.41,0.92,2.9,17.38,0.0,0.0,0.01,,,,,,,,,,,,
01180600,"Helados, Conos, Paletas, Vasitos, Refrescos Congelados Y Tortas Heladas Para Consumo En El Hogar",108.02,-0.08,1.11,3.19,0.0,0.0,0.0,,,,,,,,,,,,
01180700,"Gelatinas, Flanes Y Pudines En Polvo Para Preparar",103.04,0.13,0.9,4.07,0.0,0.0,0.0,,,,,,,,,,,,
01190100,"Salsas, Pastas Y Aderezos",107.2,0.06,0.07,3.7,0.0,0.0,0.01,,,,,,,,,,,,
01190200,Sal,117.36,0.4,1.84,3.87,0.0,0.0,0.0,,,,,,,,,,,,
01190500,"Sopas, Cremas, Caldos Y Consomés",108.68,0.4,0.83,2.35,0.0,0.0,0.0,,,,,,,,,,,,
01190600,"Frituras: papas fritas, chitos, maizitos, patacones, besitos, etc., para consumo en el hogar",111.54,0.76,1.09,3.82,0.0,0.0,0.0,,,,,,,,,,,,
01190800,Condimentos y hierbas culinarias,119.12,3.08,1.75,-0.78,0.0,0.0,0.0,,,,,,,,,,,,
01191100,Leche En Polvo Para Lactantes,106.37,0.02,0.18,2.94,0.0,0.0,0.0,,,,,,,,,,,,
01199900,"Otros Alimentos Precocidos Y Preparados: Ajiaco, Lenteja, Frijol, Lechona Enlatada Y Similares",110.51,1.05,1.78,7.29,0.0,0.0,0.0,,,,,,,,,,,,
01210100,Café Y Productos A Base De Café,103.49,0.07,0.26,0.98,0.0,0.0,0.0,,,,,,,,,,,,
01210200,Chocolate Y Productos A Base De Chocolate,109.74,1.17,2.76,8.25,0.0,0.01,0.01,,,,,,,,,,,,
01210300,Té E Infusiones (Para Bebidas Calientes),112.77,1.12,2.6,9.29,0.0,0.0,0.0,,,,,,,,,,,,
01220100,Agua Mineral (Con Y Sin Gas) Para Consumo En El Hogar,113.11,0.23,0.53,3.98,0.0,0.0,0.0,,,,,,,,,,,,
01220600,"Refrescos Líquidos Empacados (Jugos, Té Fríos Y Bebidas Hidratantes)",109.06,0.48,1.26,5.67,0.0,0.0,0.01,,,,,,,,,,,,
01220700,Concentrados Para Preparar Refrescos,88.4,0.01,0.17,0.86,0.0,0.0,0.0,,,,,,,,,,,,
01221100,Gaseosas y maltas para consumo en el hogar,111.85,0.35,0.45,2.26,0.0,0.0,0.01,,,,,,,,,,,,
01221200,"Bebidas energizantes y a base de arroz, soya, coco y similares",107.5,0.75,1.37,4.32,0.0,0.0,0.0,,,,,,,,,,,,
02110100,Aguardiente,111.92,0.37,0.63,0.4,0.0,0.0,0.0,,,,,,,,,,,,
02110500,"Whisky, ron, brandy, vodka, ginebra, coñac, tequila, cremas de licor y aperitivos",112.16,1.15,1.95,3.54,0.0,0.01,0.01,,,,,,,,,,,,
02120100,"Vino, Champaña, Jerez Y Aperitivos A Base De Vino Para Consumo En El Hogar",114.09,0.08,-1.48,2.5,0.0,0.0,0.0,,,,,,,,,,,,
02130100,Cerveza Y Refajo,105.11,0.03,0.4,1.61,0.0,0.0,0.02,,,,,,,,,,,,
02210100,"Cigarrillos, tabaco y derivados",127.74,1.84,3.99,7.18,0.0,0.01,0.01,,,,,,,,,,,,
03120100,Prendas De Vestir Para Hombre,97.33,1.0,0.22,-4.29,0.01,0.0,-0.04,,,,,,,,,,,,
03120200,Prendas De Vestir Para Mujer,92.52,0.63,-0.89,-7.09,0.01,-0.01,-0.07,,,,,,,,,,,,
03120500,Prendas De Vestir Para Bebés,103.74,0.21,5.66,1.51,0.0,0.0,0.0,,,,,,,,,,,,
03120600,Uniformes,107.8,0.09,0.27,0.63,0.0,0.0,0.0,,,,,,,,,,,,
03120700,Prendas de vestir para niña y niño,102.17,0.08,4.62,1.35,0.0,0.02,0.01,,,,,,,,,,,,
03131000,"Otros artículos y accesorios de vestir para hombre y mujer, incluyendo artículos de vestir para adulto y bebé y materiales",106.52,0.28,4.31,4.42,0.0,0.0,0.0,,,,,,,,,,,,
03140200,Lavado Y Planchado De Ropa,106.57,0.15,0.8,1.28,0.0,0.0,0.0,,,,,,,,,,,,
03210100,Calzado Para Hombre,99.72,0.09,3.97,-0.96,0.0,0.01,0.0,,,,,,,,,,,,
03210200,Calzado Para Mujer,101.51,-0.01,6.5,0.51,0.0,0.02,0.0,,,,,,,,,,,,
03210700,Calzado para niño y niña,102.9,0.14,7.72,1.54,0.0,0.01,0.0,,,,,,,,,,,,
04130100,Arriendo efectivo ,104.62,0.27,0.64,1.14,0.03,0.07,0.12,,,,,,,,,,,,
04230100,Arriendo imputado,104.85,0.27,0.72,1.33,0.04,0.1,0.19,,,,,,,,,,,,
04310100,Materiales Para La Conservación Y La Reparación De La Vivienda,107.86,1.2,2.21,5.15,0.0,0.0,0.01,,,,,,,,,,,,
04410100,Suministro De Agua,112.35,2.79,4.04,5.28,0.05,0.08,0.1,,,,,,,,,,,,
04420100,Recogida De Basuras,125.75,3.1,8.94,8.16,0.01,0.04,0.04,,,,,,,,,,,,
04430100,Alcantarillado,115.68,1.79,2.4,3.69,0.01,0.01,0.02,,,,,,,,,,,,
04440100,Servicios Relacionados Con La Copropiedad,110.89,0.28,0.95,2.93,0.0,0.01,0.03,,,,,,,,,,,,
04510100,Electricidad,110.61,2.03,1.76,3.15,0.06,0.05,0.09,,,,,,,,,,,,
04520300,Gas,110.03,1.99,-0.1,0.73,0.02,0.0,0.01,,,,,,,,,,,,
05110100,Muebles,106.69,0.83,2.24,4.84,0.0,0.01,0.03,,,,,,,,,,,,
05110200,Equipo De Iluminación,103.96,0.34,0.47,1.43,0.0,0.0,0.0,,,,,,,,,,,,
05119900,Otros Artículos De Decoración,105.99,0.08,-0.23,3.15,0.0,0.0,0.0,,,,,,,,,,,,
05210200,Ropa confeccionada para cama,105.15,0.4,1.05,2.92,0.0,0.0,0.0,,,,,,,,,,,,
05210700,Ropa de tocador y productos textiles del hogar,107.3,0.56,1.18,3.76,0.0,0.0,0.0,,,,,,,,,,,,
05310100,"Neveras, Refrigeradores Y Congeladores",109.95,0.42,9.74,6.28,0.0,0.01,0.01,,,,,,,,,,,,
05310200,"Lavadoras, Secadoras Y Lava-Vajillas",102.98,0.3,7.51,0.97,0.0,0.01,0.0,,,,,,,,,,,,
05310300,"Estufas, Hornos Y Pipetas De Gas",113.26,0.91,12.31,7.98,0.0,0.01,0.0,,,,,,,,,,,,
05320100,Aparatos Eléctricos  Pequeños Para El Hogar,108.28,0.2,8.08,5.69,0.0,0.0,0.0,,,,,,,,,,,,
05410100,"Cristalería y vajilla Artículos, vajillas y utensilios de vidrio, cristal, porcelana y cerámica para el hogar",110.01,0.49,1.59,5.82,0.0,0.0,0.0,,,,,,,,,,,,
05410300,Utensilios de cocina y menaje no eléctricos,106.9,0.55,1.1,4.71,0.0,0.0,0.0,,,,,,,,,,,,
05520300,Accesorios Eléctricos Pequeños,103.97,-0.06,0.49,4.89,0.0,0.0,0.0,,,,,,,,,,,,
05610100,Productos De Limpieza Y Mantenimiento,95.22,-0.09,-0.54,-8.25,0.0,-0.01,-0.11,,,,,,,,,,,,
05610200,Elementos De Aseo,98.92,0.03,0.34,-4.45,0.0,0.0,-0.01,,,,,,,,,,,,
05610400,"Artículos De Ferretería: Puntillas, Clavos, Tornillos, Tuercas, Brocas, Brochas, Pinceles, Lijas Y Otros.",105.0,0.27,1.27,2.87,0.0,0.0,0.0,,,,,,,,,,,,
05610600,Productos desechables y no duraderos para el hogar,104.91,0.21,0.69,2.65,0.0,0.0,0.01,,,,,,,,,,,,
05620100,Servicio Doméstico,108.62,0.44,1.74,2.29,0.0,0.02,0.02,,,,,,,,,,,,
06110300,Productos farmacéuticos y dermatológicos,110.82,0.2,1.56,5.76,0.0,0.02,0.06,,,,,,,,,,,,
06120100,Elementos Implementos Médicos,100.7,-2.66,-7.53,-5.47,0.0,0.0,0.0,,,,,,,,,,,,
06130100,Artefactos Y Equipo Terapéutico Y Su Reparación,107.6,0.37,0.9,2.56,0.0,0.0,0.0,,,,,,,,,,,,
06210100,Consulta Médica General Con Médico Particular,110.55,0.76,1.52,3.67,0.0,0.0,0.0,,,,,,,,,,,,
06210500,"Consulta médica con médico especialista particular (incluye ortodoncia): pediatría, oftalmología, ginecología, siquiatría, traumatología, cardiología y otros especialistas",107.85,0.95,1.31,2.77,0.0,0.0,0.0,,,,,,,,,,,,
06220100,"Servicios Odontológicos Con Odontólogos Particulares: Consultas, Profilaxis, Exodoncias (Extracción), Amalgamas, Sellantes, Fluorización.",107.42,0.32,0.36,3.14,0.0,0.0,0.01,,,,,,,,,,,,
06230100,"Servicios Para Particulares En Centros De Rayos X: Radiografías (Incluyendo Las Dentales), Urografías, Mamografías, Electrocardiogramas Y Otras Imágenes Diagnósticas",106.58,0.43,0.98,1.14,0.0,0.0,0.0,,,,,,,,,,,,
06230200,"Exámenes De Laboratorio Para Particulares: De Sangre, Bacteriológicos, Etc.",108.19,0.78,1.32,3.66,0.0,0.0,0.0,,,,,,,,,,,,
06230300,Servicios Médicos Auxiliares No Hospitalarios,104.28,1.21,1.6,0.91,0.0,0.0,0.0,,,,,,,,,,,,
06310300,"Servicios médicos menores (pequeña cirugía, cirugía ambulatoria, urgencias, etc.)",100.31,0.56,0.28,0.89,0.0,0.0,0.0,,,,,,,,,,,,
07110100,Vehículo Particular Nuevo O Usado,108.79,-0.18,0.59,4.89,0.0,0.02,0.13,,,,,,,,,,,,
07120100,Motos Y Bicicletas Con Motor Nuevas O Usadas,117.58,0.88,2.42,9.71,0.0,0.01,0.02,,,,,,,,,,,,
07130100,Compra De Bicicletas Nuevas O Usadas (Excepto Para Niños),115.14,0.12,4.92,11.33,0.0,0.0,0.01,,,,,,,,,,,,
07210100,"Llantas Y Neumáticos, Rines Para Vehículo",113.53,0.44,1.65,3.96,0.0,0.0,0.0,,,,,,,,,,,,
07210300,"Productos Para La Limpieza Y Conservación Del  Vehículo: Pintura, Limpiadores, Selladores, Shampoo, Ceras, Ambientadores, Eliminador De Olores, Pañitos Húmedos Para Vehículos, Etc.",110.32,0.29,0.58,1.84,0.0,0.0,0.0,,,,,,,,,,,,
